season;episode;speaker;Symptom;Test;Drug;Procedure;Intent;diagnosis_stage;Sarcasm;Emotion;Organ;correct_prediction;text;medical_entities;q_count;ex_count
4;8;house;titreme;-;-;-;açıklama;hipotez;0;diğer;sinir sistemi;lupus;titremelere sebep olan tek şey huntington değil;"[{""text"": ""titreme"", ""type"": ""symptom""}, {""text"": ""huntington"", ""type"": ""disease""}]";0;0
4;8;kutner;göğüs ağrısı, boyun tutulması;-;-;-;tanı;hipotez;0;analitik;göğüs, boyun;lupus;pnömokok olabilir göğüs ağrısına ve boyun tutulmasına neden olabilir;"[{""text"": ""pnömokok"", ""type"": ""disease""}, {""text"": ""göğüs ağrısı"", ""type"": ""symptom""}, {""text"": ""boyun tutulması"", ""type"": ""symptom""}]";0;0
4;8;house;kızarıklık;-;-;fizik muayene;diğer;hipotez;0;diğer;koltuk altı;lupus;psödomonas koltuk altında kızarıklıkla kendini gösterebilir gömleğini çıkart;"[{""text"": ""psödomonas"", ""type"": ""disease""}, {""text"": ""kızarıklık"", ""type"": ""symptom""}]";0;0
4;8;patient;reaksiyon;-;-;transfüzyon;açıklama;değerlendirme;0;nötr;kan;lupus;ne kadar fazla transfüzyon yaptırırsan reaksiyon gelişme ihtimali o kadar artar ben on yıl içinde üç kere yaptırdım;"[{""text"": ""transfüzyon"", ""type"": ""procedure""}, {""text"": ""reaksiyon"", ""type"": ""symptom""}]";0;0
4;8;house;dıc, kanama, çoklu organ yetmezliği;-;-;kan transfüzyonu;tanı;tanı;0;analitik;kan, çoklu organ;lupus;amiloidoz değil ve kanında sorun yok sadece yanlış kan grubundan kan vermişiz bu da dıc'e neden olup kanamayı ve çoklu organ yetmezliğini açıklıyor;"[{""text"": ""amiloidoz"", ""type"": ""disease""}, {""text"": ""yanlış kan"", ""type"": ""procedure""}, {""text"": ""dıc"", ""type"": ""disease""}, {""text"": ""kanama"", ""type"": ""symptom""}, {""text"": ""çoklu organ yetmezliği"", ""type"": ""symptom""}]";0;0
4;8;chase;-;kan grubu testi, antikor testi;-;-;açıklama;değerlendirme;0;analitik;kan;lupus;kan grubu için test yapmıyoruz çünkü antikorlar için test ediyoruz vücut o antikorları sadece o kan grubundaysan üretir;"[{""text"": ""kan grubu testi"", ""type"": ""test""}, {""text"": ""antikor"", ""type"": ""test""}]";0;0
4;8;house;-;antikor testi;-;-;açıklama;değerlendirme;1;alaycı;kan;lupus;bunu doğal tip a antikorlarla birleştir ve karıştırma düğmesine bas şapkasından sihirli bir şekilde ab grubu kan çıksın;"[{""text"": ""tip a antikor"", ""type"": ""test""}, {""text"": ""ab grubu kan"", ""type"": ""test""}]";0;0
4;8;house;-;-;serum fizyolojik, steroid;kan transfüzyonu;tedavi;tedavi;0;diğer;immün sistem, kan;lupus;sonunda bir lupus vakam oldu serum fizyolojik vermeye başlayın dört ünite a grubu kan verin ve steroid vermeye başlayın;"[{""text"": ""lupus"", ""type"": ""disease""}, {""text"": ""serum fizyolojik"", ""type"": ""drug""}, {""text"": ""a grubu kan"", ""type"": ""drug""}, {""text"": ""steroid"", ""type"": ""drug""}]";0;0
4;16;house;böbrek kaybı;;;;açıklama;diğer;0;nötr;böbrek;;otobüs kazasında her iki böbreğini de kaybetti;"[{""text"":""böbrekler"",""type"":""anatomy""}]";0;0
4;16;house;kanama;;;;açıklama;diğer;0;nötr;femoral arter;;femoral arterini parçaladı;"[{""text"":""femoral arter"",""type"":""anatomy""}]";0;0
4;16;house;elektrolit;potasyum testi;;;değerlendirme;diğer;0;diğer;kan;;potasyumuna baktınız mı;"[{""text"":""potasyum"",""type"":""test""}]";1;0
4;16;house;kalp hastalığı;koroner anjiyografi;;;diğer;diğer;0;diğer;kalp;;koroner anjiyografi;"[{""text"":""coronary angiography"",""type"":""test""}]";1;0
4;16;house;hemodinamik durum;;;;değerlendirme;diğer;0;nötr;kalp;;hemodinamik olarak stabil;"[{""text"":""hemodynamically stable"",""type"":""condition""}]";0;0
4;16;wilson;beyin hasarı riski;;;kalbi yeniden başlatma;tedavi;diğer;0;diğer;beyin;;kalbi yeniden başlatırsanız hızlı atmaya devam eder serbest radikaller üretir ve beynini öldürür;"[{""text"":""brain damage"",""type"":""disease""}]";0;0
4;16;wilson;hipotermi;;;koruyucu hipotermi;tedavi;diğer;0;nötr;genel;;koruyucu hipotermi;"[{""text"":""hypothermia"",""type"":""treatment""}]";0;0
4;16;chase;vücut ısısı;vücut ısısı izlemi;;;tedavi;diğer;0;nötr;genel;;vücut sıcaklığını doksana düşürün;"[{""text"":""temperature"",""type"":""test""}]";0;0
4;16;house;kalp hastalığı;;;;açıklama;diğer;0;nötr;kalp;;travma önceden var olan bir kalp hastalığını tetiklemiş olmalı;"[{""text"":""heart condition"",""type"":""disease""}]";0;0
4;16;taub;pıhtılaşma;;;;değerlendirme;diğer;0;nötr;kan;;bir pıhtılaşma bozukluğu bunu açıklayabilir;"[{""text"":""blood clotting disorder"",""type"":""disease""}]";0;0
4;16;foreman;kalp durması;ekg;;;değerlendirme;diğer;0;nötr;kalp;;ekg olmaz kalp çalışmıyor;"[{""text"":""ekg"",""type"":""test""}]";0;0
4;16;house;tanı;anjiyogram;;;diğer;diğer;0;nötr;kalp;;ona anjiyogram yapın;"[{""text"":""angiogram"",""type"":""test""}]";0;0
4;16;taub;toksin;toksikoloji taraması;;;diğer;diğer;0;nötr;kan;;toksikoloji testi yapacağım;"[{""text"":""tox screen"",""type"":""test""}]";0;0
4;16;house;nörolojik;;;;tedavi;diğer;0;nötr;beyin;;hipotalamusa doğrudan uygulanan elektriksel uyarılar detaylı anıları ortaya çıkarabilir;"[{""text"":""hypothalamus"",""type"":""anatomy""}]";0;0
4;16;cuddy;cerrahi risk;;;;değerlendirme;diğer;1;alaycı;kafa;;zaten hasarlı bir kafatasına delik açıp elektrik vermek çok dinlendirici;"[{""text"":""skull"",""type"":""anatomy""}]";0;1
4;16;wilson;beyin aktivitesi;eeg;;;değerlendirme;diğer;0;nötr;beyin;;beyin aktivitesi arttı;"[{""text"":""brain activity"",""type"":""test""}]";0;0
4;16;kutner;ilaç kullanımı;;;;açıklama;diğer;0;nötr;genel;;reçeteli diyet hapları ssrı'lar amfetaminler;"[{""text"":""ssrıs"",""type"":""medication""},{""text"":""amphetamines"",""type"":""medication""}]";0;0
4;16;taub;kalp kapağı;;;;açıklama;diğer;0;nötr;mitral kapak;;diyet hapları mitral kapakta yapısal hasara yol açar;"[{""text"":""mitral kapak"",""type"":""anatomy""}]";0;0
4;16;foreman;görüntüleme;bt;;;diğer;diğer;0;nötr;genel;;bt çekebilmek için onu tekrar ısıtmalıyız;"[{""text"":""ct"",""type"":""test""}]";0;0
4;16;house;cerrahi;;;açık göğüs girişimi;tedavi;diğer;0;nötr;kalp;;göğsünü açıp pulmoner vene parmakla bakın;"[{""text"":""pulmonary vein"",""type"":""anatomy""}]";0;0
4;16;chase;sarılık;;;;tanı;tanı;0;nötr;göz;;sarılık var;"[{""text"":""sarılık"",""type"":""symptom""}]";0;0
4;16;kutner;karaciğer yetmezliği;;;;tanı;tanı;0;nötr;karaciğer;;karaciğeri çalışmıyor;"[{""text"":""karaciğer"",""type"":""anatomy""}]";0;0
4;16;foreman;karaciğer yetmezliği;;;;açıklama;diğer;0;nötr;karaciğer;;karaciğer yetmezliği bunun yayıldığını gösterir;"[{""text"":""karaciğer failure"",""type"":""disease""}]";0;0
4;16;thirteen;organ yetmezliği;;;;değerlendirme;diğer;0;nötr;karaciğer;;karaciğer ve kalp yetmezliği antitripsin eksikliği anlamına gelebilir;"[{""text"":""hepatic failure"",""type"":""disease""}]";0;0
4;16;foreman;biyopsi;karaciğer biyopsisi;;iğne aspirasyonu;diğer;diğer;0;nötr;karaciğer;;karaciğerine iğne batırabiliriz;"[{""text"":""karaciğer biopsy"",""type"":""test""}]";0;0
4;16;house;solunum;;;akciğerlere slurry verilmesi;tedavi;diğer;0;nötr;akciğer;;akciğerlerini sıvı ile doldurun;"[{""text"":""lungs"",""type"":""anatomy""}]";0;0
4;16;house;enfeksiyon;;;;değerlendirme;diğer;0;nötr;solunum;;hapşırma yeni bir semptom burun akıntısı enfeksiyon olabilir;"[{""text"":""infection"",""type"":""disease""}]";0;0
4;16;house;parazit;;;;değerlendirme;diğer;0;nötr;solunum;;balgamda kan parazit anlamına gelebilir;"[{""text"":""sputum"",""type"":""symptom""}]";0;0
4;16;house;tedavi;;interferon;ıv interferon başlanması;tedavi;diğer;0;nötr;genel;;iv interferon başlatın;"[{""text"":""interferon"",""type"":""medication""}]";0;0
4;16;taub;inflamasyon;karaciğer biyopsisi;;biyopsi;tanı;tanı;0;nötr;karaciğer;;karaciğer biyopsisi infiltrasyon ve hafif inflamasyon gösterdi;"[{""text"":""inflammation"",""type"":""disease""}]";0;0
4;16;house;deri bulgusu;;;;tanı;tanı;0;nötr;sırt;;daha yakından bakın bir döküntü;"[{""text"":""döküntü"",""type"":""symptom""}]";0;0
4;16;taub;enfeksiyon;;;;değerlendirme;diğer;0;nötr;deri;;grip döküntüsüne benziyor;"[{""text"":""influenza"",""type"":""disease""}]";0;0
4;16;kutner;otoimmün;;;;tanı;tanı;0;nötr;kas;;dermatomiyozit;"[{""text"":""dermatomyositis"",""type"":""disease""}]";0;0
4;16;thirteen;alerji;;;;değerlendirme;diğer;0;nötr;genel;;interferona alerjik reaksiyon olabilir;"[{""text"":""allergic reaction"",""type"":""disease""}]";0;0
4;16;foreman;apse;;;;tanı;diğer;0;nötr;deri;;belki döküntü değil apse olabilir;"[{""text"":""abscess"",""type"":""disease""}]";0;0
4;16;house;tanı;;;;diğer;diğer;0;nötr;deri;;iğne batırın eğer irin varsa haklıdır;"[{""text"":""irin"",""type"":""symptom""}]";0;0
4;16;taub;değerlendirme;;;;diğer;diğer;0;nötr;deri;;fluktuan değil berrak irin değil;"[{""text"":""irin"",""type"":""symptom""}]";0;0
4;16;foreman;enfeksiyon;;;;tanı;tanı;0;nötr;genel;;rocky mountain benekli ateşi;"[{""text"":""rocky mountain spotted fever"",""type"":""disease""}]";0;0
4;16;foreman;antibiyotik;;doksisiklin;;tedavi;diğer;0;nötr;genel;;tedavi edilebilir doksisiklin;"[{""text"":""doxycycline"",""type"":""medication""}]";0;0
4;16;wilson;risk;;;kalbi yeniden başlatma;değerlendirme;diğer;0;diğer;kalp;;kalbini yeniden başlatmak onu öldürebilir;"[{""text"":""heart restart"",""type"":""treatment""}]";0;0
4;16;wilson;test;kan kültürü;;;diğer;diğer;0;nötr;kan;;önce kan kültürü alın;"[{""text"":""blood cultures"",""type"":""test""}]";0;0
4;16;foreman;tedavi;;;;değerlendirme;diğer;0;nötr;genel;;test etmenin en hızlı yolu tedavi etmektir;"[{""text"":""treatment"",""type"":""treatment""}]";0;0
4;16;wilson;beyin aktivitesi;eeg;;;değerlendirme;diğer;0;nötr;beyin;;eeg'si yavaşladı;"[{""text"":""eeg"",""type"":""test""}]";0;0
4;16;cuddy;tedavi;;;kalbi yeniden başlatma;tedavi;diğer;0;diğer;kalp;;kalbini yeniden başlatacağız;"[{""text"":""heart restart"",""type"":""treatment""}]";0;0
4;16;foreman;enfeksiyon;;;;değerlendirme;diğer;0;nötr;genel;;antibiyotiklerin işe yarayıp yaramadığını bilmeliyiz;"[{""text"":""antibiotics"",""type"":""medication""}]";0;0
5;1;foreman;anemi;;;;tanı;tanı;0;nötr;kan;;anemi bradikardi ve karın ağrısı psikiyatrik semptomlar değildir bu yüzden tıbbi bir neden aramalıyız;"[{""text"":""anemia"",""type"":""disease""},{""text"":""bradycardia"",""type"":""disease""}]";0;0
5;1;kutner;ilaç kötüye kullanımı;;amfetamin;;değerlendirme;diğer;0;nötr;genel;;çok seyahat ediyor belki de amfetamin kullanıyordur insanlar bunları nane gibi tüketebiliyor;"[{""text"":""amphetamine"",""type"":""medication""}]";0;0
5;1;taub;vitamin eksikliği;;;;tanı;diğer;0;nötr;kan;;sürekli dışarıda olması ve kötü beslenmesi ciddi bir b12 eksikliğine yol açmış olabilir;"[{""text"":""b12 deficiency"",""type"":""disease""}]";0;0
5;1;house;tedavi;;;;tedavi;diğer;1;alaycı;genel;;b12 seviyesini yükseltin ve belirtilerin düzelip düzelmediğine bakın en hızlı test tedavidir;"[{""text"":""b12"",""type"":""treatment""}]";0;0
5;1;thirteen;hipoglisemi;;;;tanı;diğer;0;nötr;pankreas;;pankreasta insülinoma olabilir ve bu da hipoglisemiye neden olarak semptomları açıklayabilir;"[{""text"":""insulinoma"",""type"":""disease""}]";0;0
5;1;house;alaycı yorum;;;;açıklama;diğer;1;alaycı;genel;;harika şimdi herkes biliyor hastanın kariyerini savunmak aslında senin kendi sorunlarını yansıtman;;0;0
5;1;thirteen;vitamin eksikliği;;;;tedavi;diğer;0;nötr;genel;;b12 eksikliği ciddi olabilir enjeksiyon yaptım ve yatakta kalmanız gerekiyor;"[{""text"":""b12"",""type"":""treatment""}]";0;0
5;1;thirteen;halüsinasyon;;;;tanı;diğer;0;nötr;beyin;;uyku eksikliği halüsinasyonlara neden olabilir ama sizin durumunuz daha ciddi görünüyor;"[{""text"":""hallucination"",""type"":""symptom""}]";0;0
5;1;taub;kanama;;;;tanı;tanı;0;nötr;bağırsak;;bu bir bağırsak hareketi değil ciddi bir rektal kanama söz konusu;"[{""text"":""rectal bleed"",""type"":""symptom""}]";0;0
5;1;thirteen;kanama;;;;açıklama;diğer;0;nötr;bağırsak;;b12 eksikliği ani semptomlara neden olabilir ama bu kadar kanama normal değil;"[{""text"":""bleeding"",""type"":""symptom""}]";0;0
5;1;house;alay;;;;açıklama;diğer;1;alaycı;genel;;hastam feminist savaşta ama savaş bitti bu da ilerleme sayılır;;0;0
5;1;thirteen;kanama;;;;tanı;tanı;0;nötr;bağırsak;;hastada rektal kanama var ve kalp hızı beklenenden düşük;"[{""text"":""rectal bleed"",""type"":""symptom""}]";0;0
5;1;taub;endoskopi;kolonoskopi;;kolonoskopi;diğer;diğer;0;nötr;bağırsak;;kolonoskopi ve endoskopi yaptık ama kanamanın kaynağını bulamadık;"[{""text"":""colonoscopy"",""type"":""test""}]";0;0
5;1;foreman;ct;bt;;;diğer;diğer;0;nötr;genel;;bt taraması yapılmalı ama endoskopinin gösterdiğinden fazlasını göstermeyebilir;"[{""text"":""ct scan"",""type"":""test""}]";0;0
5;1;kutner;hormon;;;;tanı;diğer;0;nötr;genel;;pozitif test hormon dengesizliğini gösteriyor olabilir ve bu kalp hızını etkileyebilir;"[{""text"":""hormone imbalance"",""type"":""disease""}]";0;0
5;1;kutner;gebelik;hamilelik testi;;;tanı;diğer;0;nötr;genel;;hamilelik testi pozitif çıktı bu bazı semptomları açıklayabilir;"[{""text"":""pregnancy"",""type"":""condition""}]";0;0
5;1;thirteen;tanı;ultrason;;;açıklama;diğer;0;nötr;genel;;hamilelik hormonu yüksek ama ultrason bebeği göstermiyor;"[{""text"":""ultrasound"",""type"":""test""}]";0;0
5;1;house;alay;;;;açıklama;diğer;1;alaycı;genel;;hastanın hamile olmadığını düşünüyorsun çünkü yanlış yere bakıyorsun;;0;0
5;1;house;ektopik gebelik;;;;tanı;tanı;0;nötr;bağırsak;;fetüs bağırsakta gelişiyor ve bu da kanamaya neden oluyor;"[{""text"":""ectopic pregnancy"",""type"":""disease""}]";0;0
5;1;house;tedavi;;;cerrahi;tedavi;diğer;0;nötr;genel;;fetüsü çıkarmamız gerekiyor yoksa hasta ölecek;"[{""text"":""surgery"",""type"":""treatment""}]";0;0
5;1;thirteen;risk;;;cerrahi;değerlendirme;diğer;0;nötr;genel;;bu cerrahi yüksek riskli ve hasta bunu bilmek zorunda;"[{""text"":""surgery risk"",""type"":""risk""}]";0;0
5;1;chase;cerrahi;;;;tedavi;diğer;0;nötr;bağırsak;;bağırsaktan plasentayı ayırıyoruz ama ciddi kanama var;"[{""text"":""placenta"",""type"":""anatomy""}]";0;0
5;1;taub;hipotansiyon;blood pressure;;;tanı;diğer;0;nötr;kalp;;kan basıncı düşüyor hızlı müdahale etmeliyiz;"[{""text"":""blood pressure"",""type"":""test""}]";0;0
5;1;chase;ilaç;;calcium chloride;;tedavi;diğer;0;nötr;kan;;kalsiyum klorür verin pıhtılaşmayı artırmamız gerekiyor;"[{""text"":""calcium chloride"",""type"":""medication""}]";0;0
5;1;thirteen;risk;;;;değerlendirme;diğer;0;nötr;dalak;;dalak hassas sıkarsak yırtılabilir;"[{""text"":""spleen"",""type"":""anatomy""}]";0;0
5;1;foreman;nörolojik;;;;tanı;diğer;0;nötr;beyin;;hasta sürekli göz kırpıyor nörolojik bir sorun olabilir;"[{""text"":""neurological problem"",""type"":""disease""}]";0;0
5;1;thirteen;kalp;;atropine;;tanı;diğer;0;nötr;kalp;;kalp hızı düşmeye devam ediyor atropin işe yaramıyor;"[{""text"":""atropine"",""type"":""medication""}]";0;0
5;1;foreman;tedavi;;;pace teli yerleştirilmesi;tedavi;diğer;0;nötr;kalp;;kalp ritmini korumak için pacing wire yerleştirmeliyiz;"[{""text"":""pacing wire"",""type"":""treatment""}]";0;0
5;1;kutner;ms;;;;tanı;diğer;0;nötr;beyin;;multipl skleroz kalp hızını ve göz kırpmayı açıklayabilir;"[{""text"":""ms"",""type"":""disease""}]";0;0
5;1;foreman;tedavi;;interferon;ıv interferon başlanması;tedavi;diğer;0;nötr;genel;;ms için interferon başlatabiliriz;"[{""text"":""interferon"",""type"":""medication""}]";0;0
5;1;house;alay;;;;açıklama;diğer;1;alaycı;genel;;insanlar hak ettiklerini değil olanı alır bu tıpta da böyledir;;0;0
5;1;taub;tanı;;;;açıklama;diğer;0;nötr;genel;;amiloidoz protein birikimiyle açıklanabilir ve semptomlara neden olabilir;"[{""text"":""amyloidosis"",""type"":""disease""}]";0;0
5;1;foreman;tanı;;;;açıklama;diğer;0;nötr;genel;;romatoid artrit amiloidoza neden olabilir;"[{""text"":""rheumatoid arthritis"",""type"":""disease""}]";0;0
5;1;kutner;tanı;;;;açıklama;diğer;0;nötr;genel;;ailevi akdeniz ateşi de bir neden olabilir;"[{""text"":""fmf"",""type"":""disease""}]";0;0
5;1;thirteen;tanı;;;;açıklama;diğer;0;nötr;genel;;lenfoma da olası nedenlerden biridir;"[{""text"":""lymphoma"",""type"":""disease""}]";0;0
5;1;house;tanı;;;;açıklama;diğer;0;nötr;deri;;bu morluklar aslında lepra lezyonları;"[{""text"":""leprosy"",""type"":""disease""}]";0;0
5;1;house;ilaç;;prednizon;;tedavi;diğer;0;nötr;genel;;antibiyotik ve prednizon verin hızla düzelecek;"[{""text"":""antibiotics"",""type"":""medication""},{""text"":""prednisone"",""type"":""medication""}]";0;0
5;1;thirteen;tanı;;;;açıklama;diğer;0;nötr;genel;;lepra sinirleri etkileyerek kalp hızını düşürmüş;"[{""text"":""leprosy"",""type"":""disease""}]";0;0
5;1;house;alay;;;;açıklama;diğer;1;alaycı;genel;;bu tür lepra cildi güzelleştirir kozmetik avantaj sayılır;;0;0
5;1;foreman;tedavi;;;;açıklama;diğer;0;nötr;genel;;kemoterapi bazı bakterileri öldürüp geçici iyileşme sağlayabilir;"[{""text"":""chemotherapy"",""type"":""treatment""}]";0;0
5;1;wilson;kanser;;;;tanı;diğer;0;nötr;genel;;bulgular lenfoma ile uyumlu olabilir ama kesin değil;"[{""text"":""lymphoma"",""type"":""disease""}]";0;0
5;1;house;alay;;;;açıklama;diğer;1;alaycı;genel;;acı evrenseldir ama insanlar bundan kaçmak için taşınmayı seçer;;0;0
5;1;cuddy;psikoloji;;;;açıklama;diğer;0;nötr;genel;;onunla konuşmalı ve duygularını açıkça ifade etmelisin;;0;0
5;1;house;alay;;;;açıklama;diğer;1;alaycı;genel;;üzgünüm demek hiçbir şeyi değiştirmez özellikle de hasta ölmüşse;;0;0
5;1;thirteen;nörolojik;;;;tanı;diğer;0;nötr;beyin;;sinir sistemi hastalığı ilerleyici olabilir ve tüm fonksiyonları etkileyebilir;"[{""text"":""neurodegeneration"",""type"":""disease""}]";0;0
5;1;house;alay;;;;açıklama;diğer;1;alaycı;genel;;ölmek her şeyi değiştirir neredeyse ölmek hiçbir şeyi değiştirmez;;0;0
5;1;foreman;kalp;;;;tanı;diğer;0;nötr;kalp;;bradikardi devam ediyor ve nedenini bulmamız gerekiyor;"[{""text"":""bradycardia"",""type"":""disease""}]";0;0
5;1;taub;tanı;;;cerrahi;açıklama;diğer;0;diğer;genel;;cerrahi sorun değilse başka sistemik neden aramalıyız;;0;0
5;1;kutner;tanı;;;;açıklama;diğer;0;nötr;genel;;sinir büyümesi tüm semptomları açıklayabilir;"[{""text"":""ganglioma"",""type"":""disease""}]";0;0
5;2;thirteen;nakil sonrası risk;;;kornea nakli;değerlendirme;diğer;0;diğer;kornea;;ben doktorum beş yıl önce kornea nakli oldunuz mu o donörden organ nakli alan diğer herkes ya öldü ya da ölmek üzere korkutmak istemem ama diğerleri de kendini iyi hissediyordu;"[{""text"":""kornea nakli"",""type"":""procedure""},{""text"":""organ nakli"",""type"":""procedure""}]";1;0
5;2;foreman;ani çoklu organ komplikasyonu;;;;diğer;diğer;0;nötr;kalp/akciğer/karaciğer/pankreas;;bir hasta yaşıyor biri neredeyse ölü dördü tamamen ölü ortak tek şey donör ciddi komplikasyonlar her vakada aniden ve uyarı vermeden ortaya çıktı;"[{""text"":""komplikasyon"",""type"":""condition""},{""text"":""donör"",""type"":""other""}]";0;0
5;2;kutner;aritmi / emboli / beyin kanaması;;;;diğer;diğer;0;nötr;kalp/akciğer/beyin;;bu tablo aritmi masif pulmoner emboli ya da serebral kanama anlamına gelebilir;"[{""text"":""aritmi"",""type"":""disease""},{""text"":""pulmoner emboli"",""type"":""disease""},{""text"":""serebral kanama"",""type"":""disease""}]";0;0
5;2;taub;enfeksiyon olasılığı;tarama;;;diğer;diğer;0;nötr;çoklu organ;;donörde taramadan somehow kaçmış bir enfeksiyon varsa yıllarca sessiz kalıp sonra bu organ sistemlerine vurmuş olabilir;"[{""text"":""enfeksiyon"",""type"":""disease""},{""text"":""tarama"",""type"":""test""}]";0;0
5;2;thirteen;donör kanı kaynaklı yayılım;;;organ nakli;açıklama;diğer;0;nötr;kan;;bağışlanan organların kendisi etkilenmemiş bu aldıkları şeyin doğrudan donörün kanından geldiği anlamına gelir;"[{""text"":""kan"",""type"":""anatomy""},{""text"":""bağışlanan organ"",""type"":""procedure""}]";0;0
5;2;thirteen;kornea naklinde güvence;;;kornea nakli;değerlendirme;diğer;0;nötr;kornea;;kornea nakilleri kansızdır bu da apple'ın büyük olasılıkla iyi olacağı anlamına gelir;"[{""text"":""kornea nakli"",""type"":""procedure""},{""text"":""kansız"",""type"":""condition""}]";0;0
5;2;taub;vaskülit dışlama;otopsi;;;diğer;diğer;0;nötr;damar;;dört kurbanın otopsisinde ana normaldi antifosfolipid antikorları da normal çıktı;"[{""text"":""otopsi"",""type"":""test""},{""text"":""ana"",""type"":""test""},{""text"":""antifosfolipid antikorları"",""type"":""test""}]";0;0
5;2;foreman;vaskülit olasılığı;;;;diğer;diğer;0;nötr;damar;;normal ana vasküliti tamamen dışlamaz henoch schönlein purpurası gibi bir tablo hâlâ masada olabilir;"[{""text"":""vaskülit"",""type"":""disease""},{""text"":""henoch-schönlein purpurası"",""type"":""disease""}]";0;0
5;2;thirteen;kanser olasılığı;;;;diğer;diğer;0;nötr;çoklu organ;;o zaman geriye kanser kalıyor;"[{""text"":""kanser"",""type"":""disease""}]";0;0
5;2;house;kanser;otopsi;;;diğer;diğer;0;nötr;çoklu organ;;kanser bu yeniden bin testi ve dört otopsiyi yapın donörü araştırın ve hangi kanserin onu öldüreceğini bulun;"[{""text"":""kanser"",""type"":""disease""},{""text"":""otopsi"",""type"":""test""}]";0;0
5;2;house;karsinojen / toksin maruziyeti;;;;diğer;diğer;0;nötr;genel;;evini ve ofisini araştırın karsinojenler toksinler ne bulursanız bakın;"[{""text"":""karsinojen"",""type"":""other""},{""text"":""toksin"",""type"":""other""}]";0;0
5;2;house;ilaç kullanımı;;vicodin, opioidler, b12;;açıklama;diğer;1;alaycı;genel;;vicodin opioidler biraz da b12 aldım öğleden sonra küçük bir itişe ihtiyacım oluyor bununla ilgili bir sorunun mu var;"[{""text"":""vicodin"",""type"":""medication""},{""text"":""opioidler"",""type"":""medication""},{""text"":""b12"",""type"":""medication""}]";1;0
5;2;foreman;göz yetmezliği;;;göz enükleasyonu;diğer;diğer;0;nötr;göz;;sağ gözü bozuluyor gözü çıkarmamız gerekebilir;"[{""text"":""göz"",""type"":""anatomy""},{""text"":""gözün çıkarılması"",""type"":""procedure""}]";0;0
5;2;house;nörolojik yayılım;;;;diğer;diğer;0;nötr;beyin;;sorun gözünde değil kafasında gözün iyi olduğunu düşünüyor olabilir ama düşünme işi beyinde olur eğer düşünme bozuksa sorun beyindedir;"[{""text"":""beyin"",""type"":""anatomy""},{""text"":""nörolojik yayılım"",""type"":""condition""}]";0;0
5;2;house;görsel halüsinasyon;;;;tanı;tanı;1;alaycı;beyin;;biraz önce öldüğünü sanıyordun kör olmak aslında iyi haber ama o da yanlış bu bir halüsinasyondu halüsinasyon beyin işidir değil mi;"[{""text"":""halüsinasyon"",""type"":""symptom""},{""text"":""beyin"",""type"":""anatomy""}]";1;0
5;2;foreman;halüsinasyon;;;;diğer;diğer;0;nötr;beyin;;beş yüz farklı şey halüsinasyona neden olabilir bu tek başına nörolojik olduğu anlamına gelmez;"[{""text"":""halüsinasyon"",""type"":""symptom""},{""text"":""nörolojik"",""type"":""condition""}]";0;0
5;2;house;temporal lob nöbeti;;;;tanı;tanı;0;nötr;beyin;;gözbebekleri genişlemişti ama ellerini indirmedi bu kısa süreli dikkat kaybıyla giden temporal lob nöbeti demek;"[{""text"":""gözbebekleri genişlemesi"",""type"":""symptom""},{""text"":""temporal lob nöbeti"",""type"":""disease""}]";0;0
5;2;house;beyin biyopsisi;biyopsi;;biyopsi;diğer;diğer;0;nötr;beyin;;beyinden biyopsi alacağız temporal lob konuşmayı işitmeyi hafızayı yönetir ama alamazsak hasta zaten ölecek;"[{""text"":""beyin biyopsisi"",""type"":""test""},{""text"":""temporal lob"",""type"":""anatomy""}]";0;0
5;2;taub;yüksek riskli test;;;beyin biyopsisi;diğer;diğer;0;nötr;beyin;;beyinden parça alırsak iyi bir ihtimalle bitkisel hayata girebilir duymaz konuşamaz hiçbir şeyi hatırlayamaz;"[{""text"":""bitkisel hayat"",""type"":""condition""},{""text"":""beyinden parça almak"",""type"":""procedure""}]";0;0
5;2;house;yaşlı hastada risk;;;;diğer;diğer;1;alaycı;beyin;;beynine saplamak yaşlı olduğu için değil yapmazsak öleceği için kabul edilebilir;"[{""text"":""beyin"",""type"":""anatomy""},{""text"":""ölüm riski"",""type"":""risk""}]";0;0
5;2;taub;pankreas yetmezliğine bağlı akciğer sorunu;;;;açıklama;diğer;0;nötr;akciğer/pankreas;;akciğer iltihabı pankreas yetmezliğinin geri döndürülebilir bir komplikasyonu eğer sebebi bulursak bu onun en iyi şansı;"[{""text"":""akciğer iltihabı"",""type"":""disease""},{""text"":""pankreas yetmezliği"",""type"":""disease""}]";0;0
5;2;taub;trakeotomi ve arrest;;;defibrilasyon;diğer;diğer;0;diğer;solunum yolu/kalp;;kodluyor skalpel verin trakeotomi açıyorum defibrilatörü getir clear;"[{""text"":""trakeotomi"",""type"":""procedure""},{""text"":""defibrilatör"",""type"":""treatment""},{""text"":""kardiyak arrest"",""type"":""disease""}]";0;0
5;2;house;otopsi ihtiyacı;otopsi;;;diğer;diğer;0;nötr;beyin;;beyni koruyun otopsi için izne ihtiyacımız yok;"[{""text"":""otopsi"",""type"":""test""},{""text"":""beyin"",""type"":""anatomy""}]";0;0
